game_id,filename,winner_team,last_day,n_players,end_reason,total_day_votes,total_night_votes,n_rounds,n_tie_rounds,avg_concentration,tie_rate,avg_night_agreement
74789828,74789828.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74789830,74789830.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74789831,74789831.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74789901,74789901.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74789939,74789939.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9380952380952381,0.0,1.0
74789943,74789943.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74789984,74789984.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74789993,74789993.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74789995,74789995.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74789997,74789997.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,4,6,0,0.9067460317460317,0.0,1.0
74789998,74789998.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790010,74790010.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790013,74790013.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9166666666666667,0.0,1.0
74790017,74790017.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790020,74790020.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790036,74790036.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790047,74790047.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,6,5,1,0.8514285714285714,0.2,1.0
74790050,74790050.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74790053,74790053.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8285714285714285,0.0,1.0
74790060,74790060.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790067,74790067.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790077,74790077.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9380952380952381,0.0,1.0
74790080,74790080.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,2,0.7523809523809524,0.3333333333333333,0.8333333333333334
74790082,74790082.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790092,74790092.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74790094,74790094.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790099,74790099.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790103,74790103.json,Villagers,3.0,8,Reason: All werewolves exiled.,20,5,6,0,0.880357142857143,0.0,1.0
74790112,74790112.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790127,74790127.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8958333333333334,0.0,1.0
74790129,74790129.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74790135,74790135.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74790138,74790138.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790147,74790147.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8958333333333334,0.0,1.0
74790153,74790153.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790154,74790154.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790162,74790162.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",11,4,4,0,0.8303571428571428,0.0,1.0
74790165,74790165.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9017857142857143,0.0,1.0
74790166,74790166.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74790172,74790172.json,Villagers,4.0,8,Reason: All werewolves exiled.,21,6,8,0,0.8738095238095238,0.0,1.0
74790176,74790176.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74790182,74790182.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74790183,74790183.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74790185,74790185.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8428571428571429,0.0,1.0
74790197,74790197.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790200,74790200.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",11,6,5,1,0.8142857142857143,0.2,1.0
74790201,74790201.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74790212,74790212.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74790213,74790213.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",16,6,7,0,0.8948979591836734,0.0,1.0
74790220,74790220.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9083333333333332,0.0,1.0
74790226,74790226.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.9226190476190477,0.0,1.0
74790228,74790228.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74790229,74790229.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74790231,74790231.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790232,74790232.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74790265,74790265.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.8678571428571429,0.0,1.0
74790301,74790301.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790302,74790302.json,Villagers,3.0,8,Reason: All werewolves exiled.,20,5,6,0,0.9220238095238096,0.0,1.0
74790336,74790336.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74790339,74790339.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",18,6,6,2,0.7880952380952381,0.3333333333333333,1.0
74790408,74790408.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74790415,74790415.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8428571428571429,0.0,1.0
74790420,74790420.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8063492063492063,0.0,1.0
74790421,74790421.json,Villagers,3.0,8,Reason: All werewolves exiled.,21,5,6,1,0.8650793650793651,0.16666666666666666,1.0
74790429,74790429.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74790430,74790430.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74790435,74790435.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8396825396825397,0.0,1.0
74790447,74790447.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8539682539682539,0.0,1.0
74790448,74790448.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790466,74790466.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8642857142857143,0.0,1.0
74790489,74790489.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790493,74790493.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8285714285714285,0.0,1.0
74790507,74790507.json,Villagers,2.0,8,Reason: All werewolves exiled.,11,3,4,0,0.9017857142857143,0.0,1.0
74790514,74790514.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74790519,74790519.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9047619047619048,0.0,1.0
74790535,74790535.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,0,0.9180555555555556,0.0,1.0
74790538,74790538.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74790540,74790540.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.8829365079365079,0.0,1.0
74790549,74790549.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790559,74790559.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8958333333333334,0.0,1.0
74790561,74790561.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790563,74790563.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790568,74790568.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74790569,74790569.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74790572,74790572.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74790575,74790575.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.8928571428571428,0.0,1.0
74790577,74790577.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790578,74790578.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,0,0.9180555555555556,0.0,1.0
74790610,74790610.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74790616,74790616.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74790649,74790649.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790650,74790650.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8428571428571429,0.0,1.0
74790652,74790652.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9047619047619048,0.0,1.0
74790681,74790681.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790718,74790718.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74790719,74790719.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790757,74790757.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790758,74790758.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790759,74790759.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790796,74790796.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74790828,74790828.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74790829,74790829.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74790832,74790832.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74790866,74790866.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",17,6,7,0,0.8792517006802721,0.0,1.0
74790878,74790878.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790881,74790881.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74790888,74790888.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74790890,74790890.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74790893,74790893.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,4,6,0,0.8829365079365079,0.0,1.0
74790915,74790915.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74790918,74790918.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74790921,74790921.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74790929,74790929.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74790935,74790935.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.9097222222222222,0.0,1.0
74790936,74790936.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8819444444444443,0.0,1.0
74790937,74790937.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8396825396825397,0.0,1.0
74790948,74790948.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74790953,74790953.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8428571428571429,0.0,1.0
74790963,74790963.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74790972,74790972.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,6,7,0,0.9226190476190477,0.0,1.0
74790973,74790973.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74790974,74790974.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",14,6,7,1,0.8387755102040817,0.14285714285714285,1.0
74790975,74790975.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74790982,74790982.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,1,0.7999999999999999,0.16666666666666666,1.0
74790992,74790992.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8819444444444443,0.0,1.0
74791008,74791008.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.8988095238095237,0.0,1.0
74791011,74791011.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791015,74791015.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74791016,74791016.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74791020,74791020.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791022,74791022.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74791023,74791023.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791027,74791027.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791034,74791034.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74791035,74791035.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74791037,74791037.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74791039,74791039.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.8973214285714286,0.0,1.0
74791042,74791042.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74791044,74791044.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791060,74791060.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9083333333333332,0.0,1.0
74791066,74791066.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74791069,74791069.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791070,74791070.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791073,74791073.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74791076,74791076.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8285714285714285,0.0,1.0
74791077,74791077.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74791079,74791079.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74791084,74791084.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74791101,74791101.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,1,0.8476190476190476,0.16666666666666666,1.0
74791103,74791103.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.8678571428571429,0.0,1.0
74791106,74791106.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74791137,74791137.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",19,6,8,1,0.8529761904761904,0.125,1.0
74791138,74791138.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791140,74791140.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74791175,74791175.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8428571428571429,0.0,1.0
74791176,74791176.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74791178,74791178.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74791208,74791208.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791212,74791212.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.9097222222222222,0.0,1.0
74791215,74791215.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8642857142857143,0.0,1.0
74791216,74791216.json,Villagers,4.0,8,Reason: All werewolves exiled.,23,6,8,0,0.8641369047619047,0.0,1.0
74791219,74791219.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9380952380952381,0.0,1.0
74791221,74791221.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.9226190476190477,0.0,1.0
74791231,74791231.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74791233,74791233.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.8958333333333334,0.0,1.0
74791237,74791237.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74791238,74791238.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74791239,74791239.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791281,74791281.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74791298,74791298.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,4,6,0,0.875,0.0,1.0
74791303,74791303.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74791307,74791307.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74791313,74791313.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74791314,74791314.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74791318,74791318.json,Villagers,2.0,8,Reason: All werewolves exiled.,11,3,4,0,0.9017857142857143,0.0,1.0
74791334,74791334.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.9097222222222222,0.0,1.0
74791388,74791388.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.8353174603174603,0.0,1.0
74791389,74791389.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9166666666666666,0.0,1.0
74791401,74791401.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8511904761904762,0.0,1.0
