game_id,day,vote_type,max_votes,total_votes,n_targets,concentration,n_top_players,is_tie,winner_team,last_day,n_players,end_reason
74789286,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789319,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789319,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789319,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789319,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789348,0,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789348,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789348,1,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789348,2,day,5,6,2,0.8333333333333334,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789348,2,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789380,0,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789380,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789380,1,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789380,2,day,5,6,2,0.8333333333333334,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789380,2,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789412,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789412,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789412,1,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789412,2,day,4,5,2,0.8,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789441,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789441,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789441,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789441,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789534,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789534,1,day,6,8,2,0.75,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789534,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789534,2,day,4,6,3,0.6666666666666666,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789534,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789534,3,day,3,4,2,0.75,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,1,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,1,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,2,day,3,5,2,0.6,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789723,3,day,2,3,2,0.6666666666666666,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,1,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,2,day,4,5,2,0.8,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789727,3,day,2,3,2,0.6666666666666666,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789792,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789792,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789792,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789792,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789799,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789799,1,day,7,8,2,0.875,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789799,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789799,2,day,5,6,2,0.8333333333333334,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789799,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789799,3,day,3,4,2,0.75,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,1,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,2,day,3,5,2,0.6,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789828,3,day,2,3,2,0.6666666666666666,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789830,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789830,1,day,5,7,2,0.7142857142857143,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789830,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789830,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789831,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789831,1,day,5,7,2,0.7142857142857143,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789831,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789831,2,day,3,5,2,0.6,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789831,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789831,3,day,2,3,2,0.6666666666666666,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789901,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789901,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789901,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789901,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789939,0,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789939,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789939,1,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789939,2,day,5,6,2,0.8333333333333334,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789939,2,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789943,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789943,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789943,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789943,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789984,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789984,1,day,5,7,2,0.7142857142857143,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789984,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789984,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789993,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789993,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789993,1,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789993,2,day,4,5,2,0.8,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789995,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789995,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789995,1,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789995,2,day,3,5,2,0.6,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74789997,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789997,1,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789997,1,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789997,2,day,5,6,2,0.8333333333333334,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789997,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789997,3,day,3,4,2,0.75,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74789998,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789998,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789998,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74789998,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790010,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790010,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790010,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790010,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790013,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790013,1,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790013,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790013,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790017,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790017,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790017,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790017,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790020,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790020,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790020,1,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790020,2,day,4,5,2,0.8,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790036,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790036,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790036,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790036,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790047,0,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790047,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790047,1,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790047,2,day,2,5,3,0.4,2,True,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790047,2,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790050,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790050,1,day,5,7,3,0.7142857142857143,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790050,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790050,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790053,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790053,1,day,5,7,2,0.7142857142857143,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790053,1,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790053,2,day,3,5,2,0.6,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790060,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790060,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790060,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790060,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790067,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790067,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790067,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790067,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790077,0,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790077,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790077,1,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790077,2,day,5,6,2,0.8333333333333334,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790077,2,night,2,2,1,1.0,1,False,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790080,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790080,1,day,3,6,2,0.5,2,True,Villagers,3.0,8,Reason: All werewolves exiled.
74790080,1,night,1,2,2,0.5,2,True,Villagers,3.0,8,Reason: All werewolves exiled.
74790080,2,day,5,7,2,0.7142857142857143,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790080,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790080,3,day,4,5,2,0.8,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790082,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790082,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790082,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790082,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790092,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790092,1,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790092,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790092,2,day,5,6,2,0.8333333333333334,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790092,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790092,3,day,3,4,2,0.75,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790094,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790094,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790094,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790094,2,day,4,5,2,0.8,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790099,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790099,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790099,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790099,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790103,0,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790103,1,day,5,8,2,0.625,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790103,1,night,2,2,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790103,2,day,6,7,2,0.8571428571428571,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790103,2,night,1,1,1,1.0,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790103,3,day,4,5,2,0.8,1,False,Villagers,3.0,8,Reason: All werewolves exiled.
74790112,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790112,1,day,6,7,2,0.8571428571428571,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790112,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790112,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790127,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790127,1,day,6,8,2,0.75,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790127,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790127,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790129,0,night,2,2,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790129,1,day,7,8,2,0.875,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790129,1,night,1,1,1,1.0,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790129,2,day,5,6,2,0.8333333333333334,1,False,Villagers,2.0,8,Reason: All werewolves exiled.
74790135,0,night,2,2,1,1.0,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790135,1,day,6,7,2,0.8571428571428571,1,False,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
