game_id,total_messages_game,avg_messages_per_player,avg_message_length_game,max_messages_one_player,winner_team,last_day,n_players,end_reason
74790165,30.0,3.75,592.75,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790166,24.0,3.0,481.71875,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790172,42.0,5.25,533.5260416666667,8.0,Villagers,4.0,8,Reason: All werewolves exiled.
74790176,24.0,3.0,372.0,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790182,26.0,3.25,406.3125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790183,30.0,3.75,445.0625,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790185,24.0,3.0,524.03125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790197,24.0,3.0,448.09375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790200,24.0,3.0,508.9375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790201,30.0,3.75,818.09375,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790212,30.0,3.75,565.3333333333334,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790213,32.0,4.0,473.16666666666663,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790220,28.0,3.5,472.34375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790226,36.0,4.5,308.7083333333333,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790228,30.0,3.75,458.9375,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790229,28.0,3.5,615.1875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790231,24.0,3.0,493.84375,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790232,30.0,3.75,372.71875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790265,32.0,4.0,621.7083333333334,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790301,23.0,2.875,356.03125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790302,40.0,5.0,547.6458333333334,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790336,30.0,3.75,440.1145833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790339,36.0,4.5,351.8541666666667,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790408,30.0,3.75,418.7916666666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790415,24.0,3.0,687.875,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790420,30.0,3.75,333.21875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790421,42.0,5.25,622.4895833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790429,24.0,3.0,451.03125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790430,24.0,3.0,369.96875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790435,36.0,4.5,416.0520833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790447,30.0,3.75,450.32291666666663,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790448,24.0,3.0,411.625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790466,24.0,3.0,607.25,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790489,24.0,3.0,392.1875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790493,24.0,3.0,643.75,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790507,24.0,3.0,523.21875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790514,33.0,4.125,320.93333333333334,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790519,26.0,3.25,396.875,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790535,38.0,4.75,542.1979166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790538,24.0,3.0,288.375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790540,34.0,4.25,444.65625,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790549,24.0,3.0,339.28125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790559,28.0,3.5,429.4375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790561,24.0,3.0,352.59375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790563,26.0,3.25,523.5625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790568,30.0,3.75,252.94791666666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790569,30.0,3.75,874.0,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790572,30.0,3.75,680.75,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790575,34.0,4.25,309.21875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790577,26.0,3.25,543.25,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790578,38.0,4.75,447.84375,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790610,30.0,3.75,501.2604166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790616,28.0,3.5,469.1875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790649,26.0,3.25,442.78125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790650,24.0,3.0,495.71875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790652,26.0,3.25,532.84375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790681,24.0,3.0,459.4375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790718,30.0,3.75,271.4895833333333,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790719,23.0,2.875,422.22916666666663,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790757,24.0,3.0,493.65625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790758,24.0,3.0,425.75,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790759,26.0,3.25,321.75,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790796,30.0,3.75,498.5104166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790828,24.0,3.0,463.59375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790829,30.0,3.75,626.84375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790832,28.0,3.5,1106.4375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790866,34.0,4.25,453.6145833333333,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790878,24.0,3.0,523.0,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790881,30.0,3.75,365.3333333333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790888,24.0,3.0,400.03125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790890,24.0,3.0,469.90625,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790893,34.0,4.25,508.98958333333337,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790915,24.0,3.0,780.125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74790918,30.0,3.75,395.96875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790921,30.0,3.75,482.4479166666667,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790929,26.0,3.25,413.03125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790935,36.0,4.5,476.4791666666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790936,36.0,4.5,809.8125,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790937,30.0,3.75,372.84375,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790948,30.0,3.75,624.6145833333333,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790953,24.0,3.0,355.375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790963,30.0,3.75,541.03125,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790972,36.0,4.5,565.625,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790973,24.0,3.0,466.03125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790974,30.0,3.75,466.9791666666667,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74790975,30.0,3.75,624.53125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74790982,38.0,4.75,381.3854166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74790992,36.0,4.5,611.0729166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791008,36.0,4.5,501.9895833333333,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791011,24.0,3.0,603.96875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791015,30.0,3.75,537.59375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791016,28.0,3.5,379.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791020,26.0,3.25,567.28125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791022,24.0,3.0,374.25,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791023,26.0,3.25,600.34375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791027,24.0,3.0,358.6875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791034,34.0,4.25,702.84375,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791035,24.0,3.0,671.84375,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791037,28.0,3.5,506.40625,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791039,30.0,3.75,435.125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791042,34.0,4.25,726.5625,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791044,26.0,3.25,290.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791060,28.0,3.5,793.25,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791066,24.0,3.0,512.65625,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791069,24.0,3.0,310.9375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791070,26.0,3.25,313.0,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791073,26.0,3.25,345.53125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791076,24.0,3.0,545.46875,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791077,28.0,3.5,369.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791079,26.0,3.25,433.4375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791084,30.0,3.75,469.34375,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791101,38.0,4.75,330.95833333333337,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791103,32.0,4.0,480.3854166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791106,30.0,3.75,561.96875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791137,38.0,4.75,532.6145833333334,8.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791138,24.0,3.0,351.6875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791140,30.0,3.75,962.0104166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791175,24.0,3.0,635.0,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791176,28.0,3.5,910.34375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791178,30.0,3.75,415.5520833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791208,23.0,2.875,380.4791666666667,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791212,36.0,4.5,378.6770833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791215,24.0,3.0,338.375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791216,46.0,5.75,696.3489583333333,8.0,Villagers,4.0,8,Reason: All werewolves exiled.
74791219,25.0,3.125,494.9583333333333,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791221,36.0,4.5,797.3854166666666,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791231,34.0,4.25,526.28125,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791233,36.0,4.5,495.03125,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791237,28.0,3.5,648.8125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791238,30.0,3.75,337.65625,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791239,26.0,3.25,447.15625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791281,30.0,3.75,418.21875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791298,36.0,4.5,914.3854166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791303,26.0,3.25,501.34375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791307,24.0,3.0,838.78125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791313,28.0,3.5,551.46875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791314,30.0,3.75,550.3229166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791318,24.0,3.0,492.1875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791334,36.0,4.5,480.21875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791388,34.0,4.25,637.5104166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791389,28.0,3.5,535.5,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791401,26.0,3.25,322.53125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791404,26.0,3.25,387.53125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791406,33.0,4.125,615.8229166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791417,26.0,3.25,430.15625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791419,26.0,3.25,353.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791429,26.0,3.25,542.65625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791430,26.0,3.25,637.75,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791465,34.0,4.25,765.6770833333333,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791502,30.0,3.75,454.69791666666663,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791503,24.0,3.0,366.375,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791507,24.0,3.0,267.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791510,24.0,3.0,453.25,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791518,26.0,3.25,393.34375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791519,26.0,3.25,300.0,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791549,26.0,3.25,619.71875,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791550,30.0,3.75,333.5416666666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791555,24.0,3.0,592.0625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791564,24.0,3.0,513.3125,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791578,24.0,3.0,506.53125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791580,26.0,3.25,308.09375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791608,34.0,4.25,722.0729166666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791610,28.0,3.5,701.15625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791624,24.0,3.0,365.5625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791628,26.0,3.25,299.59375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791632,38.0,4.75,329.5729166666667,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791635,24.0,3.0,793.34375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791641,24.0,3.0,330.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791646,24.0,3.0,381.65625,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791677,26.0,3.25,237.5,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791681,33.0,4.125,365.88958333333335,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791694,26.0,3.25,528.4375,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791699,24.0,3.0,437.65625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791700,26.0,3.25,567.71875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791707,36.0,4.5,762.0,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791711,26.0,3.25,347.71875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791712,26.0,3.25,363.34375,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791716,30.0,3.75,454.22916666666663,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791721,30.0,3.75,576.2916666666666,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791728,33.0,4.125,575.375,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791730,30.0,3.75,720.84375,6.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791731,28.0,3.5,383.8125,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791741,26.0,3.25,653.78125,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791746,34.0,4.25,509.40625,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791757,24.0,3.0,570.625,4.0,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
74791770,30.0,3.75,327.875,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791771,36.0,4.5,563.7395833333333,6.0,Villagers,3.0,8,Reason: All werewolves exiled.
74791774,24.0,3.0,514.71875,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791803,34.0,4.25,481.9270833333333,6.0,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1)."
74791806,24.0,3.0,580.625,4.0,Villagers,2.0,8,Reason: All werewolves exiled.
74791809,26.0,3.25,601.625,4.0,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2)."
